,0
112,"[[list([0.0]) list([0.0, 8.783685903584464])
  list([0.0, 200.24190161307166]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
113,"[[list([0.0]) list([0.0, 6.813941476705027])
  list([0.0, 184.47057715078333]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
114,"[[list([0.0]) list([0.0, 5.780595997505015])
  list([0.0, 172.16124570943936]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
115,"[[list([0.0])
  list([0.0, 149.16890136293307, 164.68251592982676, 228.19989408539888, 747.4755603116536, 929.493750349317, 1133.5970446747244, 1303.9783623670244])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
116,"[[list([0.0])
  list([0.0, 85.35172951839841, 578.0539937561118, 1067.2892314430549])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
117,"[[list([0.0]) list([0.0, 9.395851092315212]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
118,"[[list([0.0])
  list([0.0, 20.171664529943946, 44.772263452783214, 46.60729643935123, 79.58523560455062])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
119,"[[list([0.0]) list([0.0, 18.94811893519498, 44.35035034573038]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
120,"[[list([0.0]) list([0.0, 10.926875873888878]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
121,"[[list([0.0]) list([0.0, 8.476520397606103]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
122,"[[list([0.0]) list([0.0, 7.191042079050223]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
123,"[[list([0.0]) list([0.0, 15.460567177653022, 83.98922796171323])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
124,"[[list([0.0]) list([0.0, 8.238445439898268]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
125,"[[list([0.0]) list([0.0, 6.9890715818956775]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
126,"[[list([0.0]) list([0.0, 16.726540467501405]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
127,"[[list([0.0]) list([0.0, 44.269840733163015, 61.956344980499544])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
128,"[[list([0.0]) list([0.0, 7.113964959709695]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
129,"[[list([0.0]) list([0.0, 62.94194308594778]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
130,"[[list([0.0]) list([0.0, 6.8300227776163265]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
131,"[[list([0.0]) list([0.0, 17.34848064826935, 43.09160682911387]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
132,"[[list([0.0]) list([0.0, 57.699887231798954, 61.280925162009545])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
133,"[[list([0.0]) list([0.0, 7.2243215897135915]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
134,"[[list([0.0]) list([0.0, 6.26733353497231]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
135,"[[list([0.0])
  list([0.0, 182.88664537116355, 368.17057256073065, 384.56978670330744, 438.9371591090802, 522.059334370826, 654.0274539520838, 766.3480169886425, 789.5882314386027, 835.3581460131605, 970.3406821863307])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
136,"[[list([0.0])
  list([0.0, 151.51585030758466, 338.5815962438121, 516.195122980764, 589.7243681082894, 623.9184499699571, 668.7111679982631])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
137,"[[list([0.0]) list([0.0, 8.303914375508304]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
138,"[[list([0.0]) list([0.0, 7.203915328363048]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
139,"[[list([0.0])
  list([0.0, 284.53584741020364, 538.2406140223959, 715.9630264531754, 1142.8628361573353, 1220.0021445773702, 1645.580625517726])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
140,"[[list([0.0])
  list([0.0, 403.93046329140105, 470.1470228240251, 499.10136066868597, 512.3272883798843, 535.0886241014013, 546.9058755265223, 676.7032614412973, 1635.0736795127239])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
141,"[[list([0.0])
  list([0.0, 161.10631472433374, 173.48705320657635, 331.1813022996495, 357.01700024821275, 402.36310561787565, 426.81174403159355, 491.198709639848])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
142,"[[list([0.0]) list([0.0, 9.269108890034149]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
143,"[[list([0.0]) list([0.0, 8.041252907198455]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
144,"[[list([0.0])
  list([0.0, 159.0537907769506, 162.3460373336604, 262.070988273628, 274.98842230604185, 277.2158578345007])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
145,"[[list([0.0]) list([0.0, 65.22293035702127, 100.69071563500354])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
146,"[[list([0.0]) list([0.0, 10.977937937282519]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
147,"[[list([0.0]) list([0.0, 9.52371758714899]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
148,"[[list([0.0]) list([0.0, 8.817423935196988, 9.212016967313064]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
149,"[[list([0.0])
  list([0.0, 8.33944660347447, 8.528839516265284, 9.033425114475165])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
150,"[[list([0.0]) list([0.0, 7.913560375506059]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
151,"[[list([0.0])
  list([0.0, 149.8127974648716, 197.6012862867476, 209.52657107044644, 211.32570926379935])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0])]]"
152,"[[list([0.0]) list([0.0, 55.77925772987559]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
153,"[[list([0.0]) list([0.0, 9.570706145360287]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
154,"[[list([0.0]) list([0.0, 21.684148009945748]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
155,"[[list([0.0]) list([0.0, 53.99313730823523]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
